Species	Sequence ID	Subfamily	Domains	Superkingdom	seqLabel
Streptococcus_pneumoniae_TIGR4	NP_345585.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_170
Streptococcus_pneumoniae_TIGR4	NP_345746.1	SAF1	ABC1, ABC2	Bacteria	Bacteria_SAF1_171
Streptococcus_pneumoniae_TIGR4	NP_346000.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_172
Streptococcus_pneumoniae_TIGR4	NP_346638.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_173
Clostridium_acetobutylicum_ATCC_824	NP_347167.1	ARE3	ABC1, ABC2, linker	Bacteria	Bacteria_ARE3_174
Clostridium_acetobutylicum_ATCC_824	NP_349320.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_175
Clostridium_acetobutylicum_ATCC_824	NP_349550.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_176
Clostridium_acetobutylicum_ATCC_824	NP_349608.1	ARE1	ABC1, ABC2, ARE1_2_CTD, linker	Bacteria	Bacteria_ARE1_177
Clostridium_acetobutylicum_ATCC_824	NP_349613.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_178
Clostridium_acetobutylicum_ATCC_824	NP_349931.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_179
Agrobacterium_fabrum_str._C58	NP_353872.2	PAF1	ABC1, ABC2	Bacteria	Bacteria_PAF1_180
Agrobacterium_fabrum_str._C58	NP_354138.2	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_181
Agrobacterium_fabrum_str._C58	NP_355087.2	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_182
Agrobacterium_fabrum_str._C58	NP_355649.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_183
Agrobacterium_fabrum_str._C58	NP_355935.2	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_184
Agrobacterium_fabrum_str._C58	NP_356765.2	YdiF	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YdiF_185
Rickettsia_conorii_str._Malish_7	NP_359725.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_186
Rickettsia_conorii_str._Malish_7	NP_360824.1	Uup	ABC1, ABC2, bact_CTD_extensions	Bacteria	Bacteria_Uup_187
Sinorhizobium_meliloti_1021	NP_385265.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_188
Sinorhizobium_meliloti_1021	NP_386307.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_189
Sinorhizobium_meliloti_1021	NP_387355.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_190
Bacillus_subtilis_subsp._subtilis_str._168	NP_388442.1	ARE2	ABC1, ABC2, ARE1_2_CTD, linker	Bacteria	Bacteria_ARE2_191
Bacillus_subtilis_subsp._subtilis_str._168	NP_388476.2	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_192
Bacillus_subtilis_subsp._subtilis_str._168	NP_388618.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_193
Bacillus_subtilis_subsp._subtilis_str._168	NP_388623.2	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_194
Bacillus_subtilis_subsp._subtilis_str._168	NP_389326.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_195
Escherichia_coli_str._K-12_substr._MG1655	NP_415341.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_196
Escherichia_coli_str._K-12_substr._MG1655	NP_415469.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_197
Escherichia_coli_str._K-12_substr._MG1655	NP_417811.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_198
Escherichia_coli_str._K-12_substr._MG1655	NP_418808.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_199
Caulobacter_crescentus_CB15	NP_419814.1	YdiF	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YdiF_200
Caulobacter_crescentus_CB15	NP_420507.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_201
Caulobacter_crescentus_CB15	NP_420951.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_202
Caulobacter_crescentus_CB15	NP_421389.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_203
Caulobacter_crescentus_CB15	NP_421430.1	Uup	ABC1, ABC2, bact_CTD_extensions	Bacteria	Bacteria_Uup_204
Sinorhizobium_meliloti_1021	NP_435263.1	YdiF	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YdiF_205
Sinorhizobium_meliloti_1021	NP_436535.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_206
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2	NP_459815.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_207
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2	NP_460036.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_208
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2	NP_462363.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_209
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2	NP_463437.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_210
Listeria_innocua_Clip11262	NP_470259.1	ARE1	ABC1, ABC2, ARE1_2_CTD, linker	Bacteria	Bacteria_ARE1_211
Listeria_innocua_Clip11262	NP_470806.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_212
Listeria_innocua_Clip11262	NP_471323.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_213
Listeria_innocua_Clip11262	NP_471512.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_214
Listeria_innocua_Clip11262	NP_472230.1	YdiF	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YdiF_215
Caenorhabditis_elegans	NP_498339.1	ABCF3	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_216
Caenorhabditis_elegans	NP_499779.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_217
Caenorhabditis_elegans	NP_506192.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_218
Ralstonia_solanacearum_GMI1000	NP_519096.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_219
Ralstonia_solanacearum_GMI1000	NP_519497.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_220
Ralstonia_solanacearum_GMI1000	NP_519574.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_221
Ralstonia_solanacearum_GMI1000	NP_521034.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_222
Brucella_melitensis_bv._1_str._16M	NP_539205.1	Uup	ABC1, ABC2, bact_CTD_extensions	Bacteria	Bacteria_Uup_223
Brucella_melitensis_bv._1_str._16M	NP_539470.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_224
Brucella_melitensis_bv._1_str._16M	NP_540175.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_225
Clostridium_perfringens_str._13	NP_561053.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_226
Clostridium_perfringens_str._13	NP_561700.1	ARE1	ABC1, ABC2, ARE1_2_CTD, linker	Bacteria	Bacteria_ARE1_227
Clostridium_perfringens_str._13	NP_562386.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_228
Clostridium_perfringens_str._13	NP_562422.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_229
Clostridium_perfringens_str._13	NP_563460.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_230
Arabidopsis_thaliana	NP_567001.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_231
Drosophila_melanogaster	NP_572736.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_232
Drosophila_melanogaster	NP_573057.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_233
Schizosaccharomyces_pombe	NP_588051.1	ABCF1/2	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1/2_234
Schizosaccharomyces_pombe	NP_588285.1	eEF3	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3_235
Schizosaccharomyces_pombe	NP_593609.1	New1	ABC1, ABC2, eEF3_heat, chromo_like, chromo, New1_CTD	Eukaryota	Eukaryota_New1_236
Schizosaccharomyces_pombe	NP_595837.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_237
Schizosaccharomyces_pombe	NP_595939.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_238
Encephalitozoon_cuniculi_GB-M1	NP_597462.1	ABCF7	ABC1, ABC2, linker	Eukaryota	Eukaryota_ABCF7_239
Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	NP_602887.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_240
Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	NP_604198.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_241
Thermoanaerobacter_tengcongensis_MB4	NP_622212.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_242
Streptomyces_coelicolor_A3(2)	NP_624946.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_243
Streptomyces_coelicolor_A3(2)	NP_626108.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_244
Streptomyces_coelicolor_A3(2)	NP_626912.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_245
Streptomyces_coelicolor_A3(2)	NP_627364.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_246
Streptomyces_coelicolor_A3(2)	NP_630594.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_247
Streptomyces_coelicolor_A3(2)	NP_630793.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_248
Streptomyces_coelicolor_A3(2)	NP_630815.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_249
Xanthomonas_campestris_pv._campestris_str._ATCC_33913	NP_636080.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_250
Xanthomonas_campestris_pv._campestris_str._ATCC_33913	NP_636915.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_251
Xanthomonas_campestris_pv._campestris_str._ATCC_33913	NP_637636.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_252
Xanthomonas_campestris_pv._campestris_str._ATCC_33913	NP_638389.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_253
Xanthomonas_axonopodis_pv._citri_str._306	NP_641094.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_254
Xanthomonas_axonopodis_pv._citri_str._306	NP_641925.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_255
Xanthomonas_axonopodis_pv._citri_str._306	NP_642705.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_256
Xanthomonas_axonopodis_pv._citri_str._306	NP_643473.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_257
Drosophila_melanogaster	NP_649129.1	ABCF3	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_258
Buchnera_aphidicola_str._Sg_(Schizaphis_graminum)	NP_660694.1	Uup	ABC1, ABC2, bact_CTD_extensions	Bacteria	Bacteria_Uup_259
Chlorobium_tepidum_TLS	NP_661279.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_260
Chlorobium_tepidum_TLS	NP_662191.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_261
Yersinia_pestis_KIM10+	NP_669979.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_262
Yersinia_pestis_KIM10+	NP_670051.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_263
Yersinia_pestis_KIM10+	NP_671262.1	YheS	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_YheS_264
Yersinia_pestis_KIM10+	NP_671263.1	YheS	ABC1, ABC2, arm	Bacteria	Bacteria_YheS_265
Streptococcus_agalactiae_2603V_R	NP_687891.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_266
Streptococcus_agalactiae_2603V_R	NP_688059.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_267
Streptococcus_agalactiae_2603V_R	NP_688338.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_268
Streptococcus_agalactiae_2603V_R	NP_689156.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_269
Oceanobacillus_iheyensis_HTE831	NP_691312.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_270
Oceanobacillus_iheyensis_HTE831	NP_691370.1	ARE1	ABC1, ABC2, ARE1_2_CTD, linker	Bacteria	Bacteria_ARE1_271
Oceanobacillus_iheyensis_HTE831	NP_691572.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_272
Oceanobacillus_iheyensis_HTE831	NP_691620.1	ARE1	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_ARE1_273
Oceanobacillus_iheyensis_HTE831	NP_691777.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_274
Oceanobacillus_iheyensis_HTE831	NP_693974.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_275
Brucella_suis_1330	NP_697706.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_276
Brucella_suis_1330	NP_698452.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_277
Brucella_suis_1330	NP_698737.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_278
Shigella_flexneri_2a_str._301	NP_706697.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_279
Shigella_flexneri_2a_str._301	NP_706872.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_280
Shigella_flexneri_2a_str._301	NP_709127.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_281
Shigella_flexneri_2a_str._301	NP_710130.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_282
Shewanella_oneidensis_MR-1	NP_716516.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_283
Shewanella_oneidensis_MR-1	NP_717301.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_284
Shewanella_oneidensis_MR-1	NP_717461.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_285
Shewanella_oneidensis_MR-1	NP_718112.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_286
Shewanella_oneidensis_MR-1	NP_719021.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_287
Streptococcus_mutans_UA159	NP_721215.1	SAF1	ABC1, ABC2	Bacteria	Bacteria_SAF1_288
Streptococcus_mutans_UA159	NP_721309.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_289
Streptococcus_mutans_UA159	NP_721789.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_290
Streptococcus_mutans_UA159	NP_722442.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_291
Drosophila_melanogaster	NP_727881.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_292
Streptomyces_coelicolor_A3(2)	NP_733498.1	ARE4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_ARE4_293
Corynebacterium_efficiens_YS-314	NP_736627.1	AAF4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF4_294
Corynebacterium_efficiens_YS-314	NP_737584.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_295
Corynebacterium_efficiens_YS-314	NP_737711.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_296
Corynebacterium_efficiens_YS-314	NP_738288.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_297
Corynebacterium_efficiens_YS-314	NP_738645.1	AAF4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF4_298
Corynebacterium_efficiens_YS-314	NP_738959.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_299
Pseudomonas_putida_KT2440	NP_742365.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_300
Pseudomonas_putida_KT2440	NP_742835.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_301
Pseudomonas_putida_KT2440	NP_744280.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_302
Pseudomonas_putida_KT2440	NP_745080.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_303
Mycoplasma_penetrans_HF-2	NP_757744.1	YfmM	ABC1, ABC2, linker	Bacteria	Bacteria_YfmM_304
Staphylococcus_epidermidis_ATCC_12228	NP_764055.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_305
Staphylococcus_epidermidis_ATCC_12228	NP_764627.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_306
Staphylococcus_epidermidis_ATCC_12228	NP_765203.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_307
Bradyrhizobium_diazoefficiens_USDA_110	NP_770605.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_308
Bradyrhizobium_diazoefficiens_USDA_110	NP_770758.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_309
Bradyrhizobium_diazoefficiens_USDA_110	NP_770824.1	YdiF	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YdiF_310
Bradyrhizobium_diazoefficiens_USDA_110	NP_773325.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_311
Bradyrhizobium_diazoefficiens_USDA_110	NP_773828.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_312
Clostridium_tetani_E88	NP_781260.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_313
Clostridium_tetani_E88	NP_781267.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_314
Clostridium_tetani_E88	NP_781799.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_315
Clostridium_tetani_E88	NP_782958.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_316
Tropheryma_whipplei_str._Twist	NP_787529.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_317
Bacteroides_thetaiotaomicron_VPI-5482	NP_810099.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_318
Bacteroides_thetaiotaomicron_VPI-5482	NP_810155.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_319
Bacteroides_thetaiotaomicron_VPI-5482	NP_810392.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_320
Bacteroides_thetaiotaomicron_VPI-5482	NP_810456.1	BAF3	ABC1, ABC2, linker	Bacteria	Bacteria_BAF3_321
Bacteroides_thetaiotaomicron_VPI-5482	NP_810948.1	BdAF1	ABC1, ABC2, arm, linker	Bacteria	Bacteria_BdAF1_322
Bacteroides_thetaiotaomicron_VPI-5482	NP_812720.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_323
Enterococcus_faecalis_V583	NP_813828.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_324
Enterococcus_faecalis_V583	NP_815134.1	ARE1	ABC1, ABC2	Bacteria	Bacteria_ARE1_325
Enterococcus_faecalis_V583	NP_815292.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_326
Enterococcus_faecalis_V583	NP_815740.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_327
Enterococcus_faecalis_V583	NP_816277.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_328
Enterococcus_faecalis_V583	NP_816352.1	ARE3	ABC1, ABC2, linker	Bacteria	Bacteria_ARE3_329
Coxiella_burnetii_RSA_493	NP_820927.1	YheS	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YheS_330
Streptomyces_avermitilis_MA-4680_=_NBRC_14893	NP_822846.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_331
Streptomyces_avermitilis_MA-4680_=_NBRC_14893	NP_822865.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_332
Streptomyces_avermitilis_MA-4680_=_NBRC_14893	NP_823054.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_333
Streptomyces_avermitilis_MA-4680_=_NBRC_14893	NP_824761.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_334
Streptomyces_avermitilis_MA-4680_=_NBRC_14893	NP_826544.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_335
Streptomyces_avermitilis_MA-4680_=_NBRC_14893	NP_827602.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_336
Chlamydophila_caviae_GPIC	NP_829186.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_337
Nitrosomonas_europaea_ATCC_19718	NP_840562.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_338
Nitrosomonas_europaea_ATCC_19718	NP_840813.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_339
Nitrosomonas_europaea_ATCC_19718	NP_841834.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_340
Helicobacter_hepaticus_ATCC_51449	NP_860445.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_341
Haemophilus_ducreyi_35000HP	NP_872823.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_342
Haemophilus_ducreyi_35000HP	NP_874111.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_343
Haemophilus_ducreyi_35000HP	NP_874133.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_344
Prochlorococcus_marinus_subsp._marinus_str._CCMP1375	NP_874499.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_345
Prochlorococcus_marinus_subsp._marinus_str._CCMP1375	NP_875588.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_346
Chlamydophila_pneumoniae_TW-183	NP_876303.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_347
Bordetella_parapertussis_12822	NP_884251.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_348
Bordetella_parapertussis_12822	NP_885247.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_349
Bordetella_parapertussis_12822	NP_885743.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_350
Bordetella_parapertussis_12822	NP_885914.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_351
Bordetella_bronchiseptica_RB50	NP_888723.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_352
Bordetella_bronchiseptica_RB50	NP_889567.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_353
Bordetella_bronchiseptica_RB50	NP_890553.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_354
Bordetella_bronchiseptica_RB50	NP_890742.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_355
Chromobacterium_violaceum_ATCC_12472	NP_901091.1	PAF1	ABC1, ABC2, linker	Bacteria	Bacteria_PAF1_356
Chromobacterium_violaceum_ATCC_12472	NP_902190.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_357
Chromobacterium_violaceum_ATCC_12472	NP_902428.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_358
Chromobacterium_violaceum_ATCC_12472	NP_903030.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_359
Chromobacterium_violaceum_ATCC_12472	NP_903247.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_360
Porphyromonas_gingivalis_W83	NP_905415.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_361
Porphyromonas_gingivalis_W83	NP_906242.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_362
Porphyromonas_gingivalis_W83	NP_906248.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_363
Wolinella_succinogenes_DSM_1740	NP_906503.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_364
