Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	Syn-Subs	Nonsyn-Subs	Fold-Syn-Subs(0:2:4)	Fold-Nonsyn-Subs(0:2:4)	Divergence-Distance	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model	kingdom
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_14	MA	0.0942081	1.53478	0.0613821	6.79926e-171	1572	324.156	1247.84	NA	319	258.03	60.9703	NA	NA	0.391263	2.10648:2.41038:1.65354:1.80047:0.810343:1	0.422392(0.501908:0.381679:0.383588)	-2976.99	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_15	MA	0.087495	0.979146	0.0893585	2.10368e-111	1572	330.609	1241.39	NA	281	210.403	70.5965	NA	NA	0.275019	1.94428:2.12077:1.41752:1.48114:0.641603:1	0.427799(0.495229:0.378817:0.409351)	-2941.54	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_16	MA	0.0893641	1.26889	0.0704272	4.2915e-145	1572	318.28	1253.72	NA	301	235.632	65.3681	NA	NA	0.32818	1.75948:1.85744:1.30672:1.38454:0.583037:1	0.421756(0.505725:0.38645:0.373092)	-2965.74	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_17	MA	0.0813768	0.919072	0.0885424	2.27855e-105	1572	308.698	1263.3	NA	263	193.049	69.9509	NA	NA	0.245877	1.62925:2.12339:1.33937:1.35872:0.868574:1	0.423982(0.501908:0.375954:0.394084)	-2898.41	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_18	MA	0.0839581	0.794062	0.105732	6.79052e-87	1569	349.077	1219.92	NA	260	189.85	70.1502	NA	NA	0.241945	2.08117:2.17271:1.86406:1.94575:0.807228:1	0.431166(0.51434:0.385277:0.393881)	-2948.42	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_19	MA	0.0884086	0.874439	0.101103	1.03259e-94	1581	327.891	1253.11	NA	265	191.144	73.8559	NA	NA	0.251427	3.41973:3.40729:3.197:3.35134:1.37039:1	0.426629(0.506641:0.38425:0.388994)	-2907.95	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_20	MA	0.0831278	0.794799	0.10459	3.49089e-87	1581	337.701	1243.3	NA	255	184.107	70.8929	NA	NA	0.23514	2.67225:3.21974:1.97507:2.08863:0.911765:1	0.428526(0.508539:0.385199:0.391841)	-2894.64	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_21	MA	0.0801186	0.805963	0.0994073	2.07243e-88	1581	334.551	1246.45	NA	252	183.893	68.1074	NA	NA	0.233713	2.61787:2.85249:2.05625:2.08317:0.843952:1	0.424731(0.504744:0.385199:0.38425)	-2883.73	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_22	MA	0.0702594	0.945762	0.0742887	2.80428e-110	1572	332.975	1239.03	NA	256	200.559	55.4413	NA	NA	0.255705	2.74153:2.80006:2.66495:2.66637:1.28405:1	0.41444(0.503817:0.379771:0.359733)	-2896.06	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_2	MA	0.161234	2.55226	0.0631731	0	1554	332.452	1221.55	NA	415	336.818	78.1823	NA	NA	0.672753	3.20458:3.2915:2.94435:2.96129:1.33596:1	0.424067(0.496139:0.380309:0.395753)	-3161.52	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_3	MA	0.146377	1.40988	0.103823	1.16285e-165	1716	345.141	1370.86	NA	403	285.335	117.665	NA	NA	0.400506	1.68251:1.72003:1.30288:1.31133:0.602099:1	0.411131(0.477273:0.381993:0.374126)	-3439.92	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_4	MA	0.141781	2.85631	0.049638	0	1563	302.623	1260.38	NA	403	333.959	69.0408	NA	NA	0.66736	1.33106:3.40637:1.23994:1.40533:0.601587:1	0.423864(0.505758:0.370441:0.395393)	-3134.81	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_5	MA	0.126463	1.10386	0.114565	2.71608e-126	1686	340.947	1345.05	NA	356	245.185	110.815	NA	NA	0.324115	1.81606:2.05398:1.34675:1.34169:0.791482:1	0.42497(0.492883:0.3879:0.394128)	-3296.68	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_6	MA	0.114976	1.09881	0.104636	1.47761e-117	1572	343.452	1228.55	NA	321	233.575	87.4249	NA	NA	0.329925	1.6397:1.72422:1.27155:1.27297:0.624618:1	0.421438(0.495229:0.381679:0.387405)	-3088.89	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_7	MA	0.107465	1.11597	0.0962974	2.70057e-123	1572	322.966	1249.03	NA	312	227.336	84.6643	NA	NA	0.314662	1.77175:2.0573:1.22617:1.24194:0.652118:1	0.427163(0.506679:0.382634:0.392176)	-3012.51	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_8	MA	0.111343	1.56232	0.0712678	1.49672e-171	1572	329.752	1242.25	NA	340	268.037	71.9629	NA	NA	0.415708	2.67453:3.52893:2.06946:2.45374:0.727056:1	0.426527(0.503817:0.387405:0.388359)	-3036.34	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_1-eukaryote_dfr_Cluster.10_9	MA	0.124475	0.867544	0.14348	3.35451e-90	1725	351.587	1373.41	NA	330	211.474	118.526	NA	NA	0.275926	2.20318:2.50109:1.72758:1.75115:1.02926:1	0.416232(0.485217:0.387826:0.375652)	-3334.09	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_20-eukaryote_dfr_Cluster.10_21	MA	0.00775702	0.0366125	0.211868	0.00029752	1590	369.86	1220.14	NA	22	12.9493	9.05072	NA	NA	0.0144693	3.60783:4.74007:1.90881:2.30237:0.174915:1	0.430189(0.513208:0.39434:0.383019)	-2256.09	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_20-eukaryote_dfr_Cluster.10_22	MA	0.0796985	1.08367	0.073545	3.28558e-124	1578	312.871	1265.13	NA	273	210.423	62.5771	NA	NA	0.278757	1.91978:2.14153:1.58077:1.57546:0.86092:1	0.419518(0.510456:0.389734:0.358365)	-2907.11	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_21-eukaryote_dfr_Cluster.10_22	MA	0.0748241	1.08021	0.0692683	9.79498e-125	1578	307.073	1270.93	NA	266	206.732	59.2681	NA	NA	0.270468	1.78218:2.05526:1.41907:1.4:0.859339:1	0.415716(0.506654:0.389734:0.35076)	-2885.09	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_10	MA	0.143902	3.81043	0.0377654	0	1554	341.144	1212.86	NA	430	379.1	50.9002	NA	NA	0.948802	2.05017:2.59212:1.79384:1.80691:0.697432:1	0.430502(0.498069:0.393822:0.399614)	-3155.79	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_11	MA	0.14796	4.38275	0.0337597	0	1551	312.061	1238.94	NA	458	403.869	54.1313	NA	NA	0.999999	1.19497:1.85813:1.06177:1.23825:0.279628:1	0.419729(0.500967:0.389749:0.368472)	-3149.1	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_12	MA	0.138697	4.19765	0.0330416	0	1554	307.692	1246.31	NA	414	365.133	48.8675	NA	NA	0.942372	1.29316:1.89102:1.41802:1.86304:0.578991:1	0.423423(0.493243:0.388996:0.388031)	-3135.29	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_13	MA	0.149206	4.50943	0.0330875	0	1551	302.111	1248.89	NA	444	390.577	53.423	NA	NA	0.998509	0.979683:1.54468:0.944738:1.09049:0.30885:1	0.416183(0.497099:0.383946:0.367505)	-3149.29	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_14	MA	0.130469	4.27003	0.0305545	0	1554	307.76	1246.24	NA	411	365.747	45.2529	NA	NA	0.950282	1.34264:1.64255:1.42484:1.75348:0.762665:1	0.422458(0.494208:0.388031:0.385135)	-3117.07	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_15	MA	0.153704	3.24199	0.0474104	0	1554	330.752	1223.25	NA	440	374.359	65.6409	NA	NA	0.811012	1.52575:1.92981:1.27844:1.18302:0.620932:1	0.427928(0.487452:0.385135:0.411197)	-3176.25	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_16	MA	0.163619	4.35864	0.037539	0	1554	309.828	1244.17	NA	454	394.527	59.4728	NA	NA	1	1.23962:1.33414:1.14358:1.2334:0.616485:1	0.421815(0.498069:0.391892:0.375483)	-3205.81	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_17	MA	0.138775	3.26169	0.042547	0	1554	320.063	1233.94	NA	427	366.829	60.1713	NA	NA	0.781972	1.3916:2.32278:1.23598:1.4073:0.307983:1	0.424067(0.494208:0.382239:0.395753)	-3129.23	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_18	MA	0.142779	3.31057	0.0431282	0	1554	324.424	1229.58	NA	424	364.431	59.5689	NA	NA	0.804108	1.63842:2.14505:1.75837:1.77051:0.827531:1	0.430502(0.505792:0.391892:0.393822)	-3161.55	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_19	MA	0.146354	4.07022	0.0359574	0	1554	333.433	1220.57	NA	443	391.472	51.5277	NA	NA	0.988276	2.27557:2.6127:2.14021:2.15423:0.905884:1	0.427606(0.501931:0.389961:0.390927)	-3163.88	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_20	MA	0.143782	3.43332	0.0418784	0	1554	334.449	1219.55	NA	432	374.77	57.2301	NA	NA	0.851751	1.93419:2.46257:1.7861:1.81133:0.724073:1	0.429215(0.503861:0.388996:0.394788)	-3158.91	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_21	MA	0.144927	3.49979	0.0414101	0	1554	333.465	1220.54	NA	431	374.272	56.7276	NA	NA	0.864829	2.01976:2.52766:1.80538:1.80553:0.725284:1	0.425354(0.5:0.388996:0.387066)	-3151.79	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_22	MA	0.147987	4.3181	0.0342714	0	1554	317.504	1236.5	NA	439	387.307	51.6929	NA	NA	1	2.10933:3.19401:2.21888:1.97006:0.552819:1	0.414093(0.495174:0.385135:0.361969)	-3137.93	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_3	MA	0.159201	4.63114	0.0343762	0	1554	292.178	1261.82	NA	447	389.217	57.7829	NA	NA	1	0.939659:1.27558:1.04896:1.22799:0.50071:1	0.414736(0.47973:0.3861:0.378378)	-3188.82	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_4	MA	0.175492	3.73781	0.0469503	0	1551	327.093	1223.91	NA	462	392.965	69.035	NA	NA	0.926756	1.22169:1.87556:0.795034:0.860512:0.407647:1	0.423598(0.499033:0.374275:0.397485)	-3218.83	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_5	MA	0.162118	4.19112	0.0386814	0	1551	322.55	1228.45	NA	465	405.292	59.7078	NA	NA	1	1.33709:2.1509:1.06613:1.04116:0.434693:1	0.426177(0.496132:0.387814:0.394584)	-3198.98	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_6	MA	0.153817	4.27167	0.0360085	0	1551	318.717	1232.28	NA	450	395.006	54.9939	NA	NA	1	1.61246:2.05785:1.37397:1.38951:0.533712:1	0.421341(0.487427:0.388781:0.387814)	-3151.87	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_7	MA	0.155401	4.31984	0.0359739	0	1545	313.344	1231.66	NA	450	394.252	55.7479	NA	NA	1	1.47151:2.38191:1.63799:1.50254:0.547503:1	0.427508(0.498058:0.390291:0.394175)	-3171.02	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_8	MA	0.151054	3.86637	0.0390685	0	1554	321.364	1232.64	NA	431	374.831	56.1693	NA	NA	0.919375	1.35136:1.55623:1.19881:1.33615:0.594978:1	0.426319(0.496139:0.392857:0.389961)	-3169.87	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_2-eukaryote_dfr_Cluster.10_9	MA	0.148704	2.85175	0.0521448	0	1554	319.689	1234.31	NA	399	332.132	66.868	NA	NA	0.704775	1.36367:1.94317:1.21234:1.07476:0.389657:1	0.417632(0.490347:0.383205:0.379344)	-3124.7	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_10	MA	0.165419	1.94822	0.0849077	3.41093e-212	1674	354.287	1319.71	NA	424	322.12	101.88	NA	NA	0.542731	2.38468:2.57712:1.7582:1.83763:0.696782:1	0.42055(0.481183:0.400538:0.379928)	-3422.36	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_11	MA	0.123722	2.60953	0.0474115	0	1575	301.696	1273.3	NA	389	324.14	64.8603	NA	NA	0.599885	1.63075:1.72835:1.35375:1.40652:0.658021:1	0.409841(0.490476:0.387619:0.351429)	-3112.38	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_12	MA	0.0634743	0.520904	0.121854	4.27604e-55	1581	306.193	1274.81	NA	192	127.378	64.6224	NA	NA	0.152065	1.80576:1.79967:1.55605:1.55191:0.983769:1	0.41303(0.48482:0.388046:0.366224)	-2752.18	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_13	MA	0.123786	2.44481	0.0506322	0	1578	296.962	1281.04	NA	382	313.521	68.4788	NA	NA	0.560576	1.68757:1.92242:1.47738:1.53385:0.722879:1	0.407795(0.487643:0.384981:0.35076)	-3099.79	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_14	MA	0.0653118	0.522479	0.125004	4.79522e-54	1581	307.268	1273.73	NA	194	127.784	66.2158	NA	NA	0.154162	1.87958:1.89002:1.60446:1.60137:0.990414:1	0.412081(0.485769:0.387097:0.363378)	-2759.46	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_15	MA	0.115853	1.51856	0.0762919	1.86749e-178	1581	302.258	1278.74	NA	349	263.842	85.1584	NA	NA	0.384024	1.19459:1.8839:0.96415:1.04755:0.645752:1	0.417141(0.478178:0.38425:0.388994)	-3088.59	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_16	MA	0.129427	2.48669	0.0520478	0	1581	312.835	1268.16	NA	384	317.096	66.9042	NA	NA	0.595862	1.74198:2.48407:1.11461:1.13233:0.602806:1	0.411448(0.488615:0.390892:0.354839)	-3127.7	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_17	MA	0.122105	1.57694	0.0774319	4.78127e-178	1581	294.333	1286.67	NA	348	259.994	88.0056	NA	NA	0.39295	1.02336:2.02378:0.654293:0.839598:0.462645:1	0.413346(0.485769:0.380455:0.373814)	-3084.32	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_18	MA	0.134462	1.39869	0.0961345	1.14265e-152	1584	345.304	1238.7	NA	367	272.891	94.1092	NA	NA	0.410057	1.71949:1.70947:1.31963:1.32931:0.585126:1	0.420139(0.497159:0.390152:0.373106)	-3192.25	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_19	MA	0.131245	1.59419	0.0823268	6.44299e-171	1590	324.762	1265.24	NA	358	271.061	86.9392	NA	NA	0.430056	1.96781:2.11911:1.42203:1.46968:0.602184:1	0.416667(0.490566:0.388679:0.370755)	-3138.03	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_20	MA	0.136892	1.58899	0.0861501	9.12738e-165	1590	334.88	1255.12	NA	362	273.644	88.3562	NA	NA	0.442728	2.19428:2.48412:1.44676:1.49793:0.605248:1	0.418868(0.492453:0.389623:0.374528)	-3133.49	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_21	MA	0.131954	1.52711	0.0864074	7.29303e-160	1590	329.272	1260.73	NA	353	265.246	87.754	NA	NA	0.420875	2.22343:2.29613:1.634:1.65613:0.592224:1	0.415094(0.488679:0.389623:0.366981)	-3118.2	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_22	MA	0.123413	1.52642	0.0808512	3.60237e-169	1581	316.999	1264	NA	351	265.429	85.5707	NA	NA	0.404724	1.6943:2.0745:1.56062:1.59898:0.709563:1	0.405123(0.487666:0.386148:0.341556)	-3130.33	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_4	MA	0.155229	3.33075	0.0466048	0	1563	286.352	1276.65	NA	421	348.574	72.4262	NA	NA	0.737006	0.854979:2.46633:0.850662:0.867319:0.404313:1	0.413628(0.490403:0.3762:0.37428)	-3166.1	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_5	MA	0.178987	2.2699	0.0788522	0	1695	326.471	1368.53	NA	468	351.737	116.263	NA	NA	0.581715	1.71217:1.86659:1.4441:1.48237:0.706474:1	0.414454(0.476106:0.39292:0.374336)	-3502.38	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_6	MA	0.1449	2.26598	0.0639457	0	1590	301.029	1288.97	NA	403	316.374	86.6259	NA	NA	0.546475	1.23164:1.29354:0.967713:0.974253:0.532748:1	0.411006(0.478302:0.387736:0.366981)	-3194.24	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_7	MA	0.152347	1.97625	0.0770893	0	1590	301.707	1288.29	NA	406	305.453	100.547	NA	NA	0.498437	1.43329:1.64918:1.1961:1.27168:0.645401:1	0.416352(0.489623:0.387736:0.371698)	-3216.49	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_8	MA	0.080218	0.53564	0.149761	2.68321e-51	1581	320.763	1260.24	NA	216	135.987	80.0134	NA	NA	0.172617	1.69166:2.24865:1.14155:1.1702:0.560916:1	0.415876(0.487666:0.392789:0.367173)	-2828.05	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_3-eukaryote_dfr_Cluster.10_9	MA	0.159197	1.95698	0.0813485	5.66131e-232	1710	332.736	1377.26	NA	427	319.439	107.561	NA	NA	0.509014	1.92717:2.16464:1.61092:1.67578:0.721709:1	0.40614(0.471053:0.39386:0.353509)	-3463.59	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_10	MA	0.138914	4.02442	0.0345178	0	1563	327.211	1235.79	NA	407	360.061	46.9391	NA	NA	0.952338	1.41119:3.16261:0.556445:0.931187:0.489257:1	0.428983(0.507678:0.382917:0.396353)	-3140.68	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_11	MA	0.149294	3.48868	0.0427938	0	1560	298.162	1261.84	NA	429	363.219	65.781	NA	NA	0.78755	1.15413:1.71474:0.679572:0.834395:0.460628:1	0.417949(0.509615:0.379808:0.364423)	-3152.14	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_12	MA	0.140258	4.20267	0.0333735	0	1563	311.707	1251.29	NA	415	365.97	49.0297	NA	NA	0.95042	1.27471:2.52306:0.677482:0.914669:0.552779:1	0.422905(0.503839:0.378119:0.386756)	-3144.07	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_13	MA	0.148471	3.50547	0.0423541	0	1563	303.069	1259.93	NA	431	366.473	64.5271	NA	NA	0.799401	1.52069:2.36578:0.972358:1.05396:0.577935:1	0.415867(0.505758:0.37524:0.366603)	-3153.07	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_14	MA	0.141806	4.35773	0.0325412	0	1563	318.165	1244.84	NA	417	369.904	47.0958	NA	NA	1	1.36724:2.53933:0.718673:0.814751:0.587677:1	0.421945(0.504798:0.377159:0.383877)	-3148.33	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_15	MA	0.141995	3.55446	0.0399482	0	1563	304.412	1258.59	NA	418	358.747	59.2528	NA	NA	0.806611	1.15319:3.02988:0.894739:0.929858:0.656208:1	0.426424(0.498081:0.37428:0.40691)	-3156.15	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_16	MA	0.145227	2.99211	0.0485367	0	1554	305.492	1248.51	NA	404	337.126	66.8736	NA	NA	0.704879	1.46395:2.02313:0.931515:1.1629:0.481211:1	0.420528(0.508687:0.383205:0.369691)	-3131.47	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_17	MA	0.130603	3.05102	0.0428062	0	1563	290.348	1272.65	NA	381	320.808	60.1924	NA	NA	0.67311	1.07954:3.73204:0.858434:1.05541:0.731552:1	0.422585(0.502879:0.371401:0.393474)	-3087.48	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_18	MA	0.146791	2.93589	0.0499988	0	1560	318.645	1241.36	NA	404	338.137	65.8631	NA	NA	0.71649	1.38226:2.40612:0.779986:0.935195:0.564397:1	0.429487(0.514423:0.380769:0.393269)	-3154.51	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_19	MA	0.140861	3.08817	0.0456131	0	1563	333.406	1229.59	NA	402	344.113	57.8868	NA	NA	0.769555	2.10166:3.34132:1.1978:1.33863:0.523347:1	0.426424(0.511516:0.379079:0.388676)	-3135.84	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_20	MA	0.131616	3.16814	0.0415437	0	1563	325.197	1237.8	NA	394	340.204	53.796	NA	NA	0.763394	1.47867:3.33048:0.874244:1.01139:0.462406:1	0.428023(0.513436:0.379079:0.391555)	-3123.33	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_21	MA	0.132892	3.43043	0.0387391	0	1563	327.965	1235.03	NA	393	342.967	50.0326	NA	NA	0.824816	1.60744:3.55343:0.823621:0.920943:0.491757:1	0.424504(0.509597:0.379079:0.384837)	-3120.45	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_22	MA	0.126999	2.9925	0.0424391	0	1554	295.68	1258.32	NA	386	326.95	59.0497	NA	NA	0.672218	1.6142:3.41677:1.35475:1.49559:0.56354:1	0.413771(0.504826:0.375483:0.361004)	-3050.32	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_5	MA	0.16003	4.01508	0.0398572	0	1563	292.432	1270.57	NA	438	373.347	64.6534	NA	NA	0.881298	0.786471:2.20462:0.564168:0.497671:0.459065:1	0.424504(0.505758:0.3762:0.391555)	-3189.46	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_6	MA	0.148922	3.33698	0.0446278	0	1563	309.702	1253.3	NA	420	355.752	64.2485	NA	NA	0.780623	1.42316:2.7476:0.81735:0.789658:0.573101:1	0.420345(0.497121:0.378119:0.385797)	-3157.3	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_7	MA	0.146479	3.75807	0.0389771	0	1560	291.675	1268.33	NA	421	359.986	61.0137	NA	NA	0.821743	0.839563:2.21857:0.690033:0.735711:0.439013:1	0.425962(0.507692:0.378846:0.391346)	-3164.77	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_8	MA	0.159176	3.16278	0.0503279	0	1563	320.758	1242.24	NA	440	368.228	71.7719	NA	NA	0.775574	1.45615:3.0055:0.821929:0.84816:0.549254:1	0.424824(0.504798:0.383877:0.385797)	-3196.12	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_4-eukaryote_dfr_Cluster.10_9	MA	0.136108	3.16877	0.0429529	0	1563	294.029	1268.97	NA	396	334.071	61.9289	NA	NA	0.706609	1.38763:4.27978:1.62683:1.57786:0.72736:1	0.416507(0.50096:0.372361:0.3762)	-3096.17	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_5-eukaryote_dfr_Cluster.10_10	MA	0.129342	1.12755	0.114711	7.18851e-124	1674	344.111	1329.89	NA	353	244.574	108.426	NA	NA	0.334535	2.06299:2.09445:1.73557:1.77379:0.749477:1	0.432497(0.496416:0.401434:0.399642)	-3291.84	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_5-eukaryote_dfr_Cluster.10_11	MA	0.120805	1.58465	0.0762346	3.36504e-178	1581	313.643	1267.36	NA	353	269.868	83.1319	NA	NA	0.411207	1.82206:1.76645:1.34226:1.41746:0.565828:1	0.421569(0.511385:0.388994:0.364326)	-3088.96	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_5-eukaryote_dfr_Cluster.10_12	MA	0.134822	1.95888	0.0688259	7.71797e-234	1581	318.858	1262.14	NA	392	308.071	83.9291	NA	NA	0.502701	1.75102:2.03538:1.38586:1.39585:0.749888:1	0.424415(0.503795:0.388046:0.381404)	-3144.38	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_5-eukaryote_dfr_Cluster.10_13	MA	0.123964	1.37666	0.0900468	5.18012e-153	1584	331.127	1252.87	NA	350	261.056	88.9436	NA	NA	0.385835	2.0756:2.03184:1.73263:1.77073:0.749851:1	0.419192(0.507576:0.38447:0.36553)	-3140.4	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.10_5-eukaryote_dfr_Cluster.10_14	MA	0.13443	1.99106	0.0675167	1.03974e-236	1581	318.27	1262.73	NA	393	309.968	83.0315	NA	NA	0.508188	1.78116:1.98321:1.42801:1.42744:0.811143:1	0.423466(0.504744:0.387097:0.378558)	-3138.88	NA	NA	NA	eukaryote
