Contig	Element	Start	End	MGE.type	genome
GCA_002966385.1_ASM296638v1|KM982401.1	GCA_002966385.1_ASM296638v1|KM982401.1_827	993065	994627	IS/transposase	GCA.002966385.1.ASM296638v1
GCA_002966385.1_ASM296638v1|KM982401.1	GCA_002966385.1_ASM296638v1|KM982401.1_828	994744	995304	resolvase	GCA.002966385.1.ASM296638v1
GCA_002966385.1_ASM296638v1|KM982401.1	GCA_002966385.1_ASM296638v1|KM982401.1_913	1096024	1097607	IS/transposase	GCA.002966385.1.ASM296638v1
GCA_002966385.1_ASM296638v1|KM982401.1	GCA_002966385.1_ASM296638v1|KM982401.1_958	1139835	1141931	endonuclease	GCA.002966385.1.ASM296638v1
GCA_002966385.1_ASM296638v1|KM982401.1	IS200/IS605	207399	208869	IS/transposase	GCA.002966385.1.ASM296638v1
GCA_002966385.1_ASM296638v1|KM982401.1	IS200/IS605	246394	248231	IS/transposase	GCA.002966385.1.ASM296638v1
GCA_002966385.1_ASM296638v1|KM982401.1	IS200/IS605	992847	994666	IS/transposase	GCA.002966385.1.ASM296638v1
GCA_002966385.1_ASM296638v1|KM982401.1	IS200/IS605	1095899	1097825	IS/transposase	GCA.002966385.1.ASM296638v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_135	168525	169124	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_385	464717	465274	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_431	536992	537549	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_743	907729	908385	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_869	1065583	1066140	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_961	1183290	1183847	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_953	1171688	1172119	integrase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_1054	1257719	1258075	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_1054	1257719	1258075	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_1055	1258047	1258544	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_1056	1258601	1260481	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_1135	1359890	1361614	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_1137	1362206	1363960	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_120	151385	153124	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_125	157696	159336	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_125	157696	159336	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_133	168525	169124	resolvase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_181	225701	226870	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_264	298937	301729	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_316	360766	361293	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_318	362166	362339	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_322	365411	366229	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_383	456287	458260	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_388	462630	464642	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_389	464717	465274	resolvase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_389	464717	465274	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_40	53215	54951	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_446	534907	536919	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_447	536992	537549	resolvase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_447	536992	537549	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_452	540066	540749	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_503	610003	610695	resolvase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_51	65803	67188	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_553	660615	662579	recombinase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_561	669621	671594	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_580	695019	696899	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_581	696957	697874	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_581	696957	697874	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_585	701376	703349	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_643	766797	767630	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_752	897017	899398	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_763	907729	908385	resolvase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_823	980936	982321	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_890	1063438	1065450	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_891	1065583	1066140	resolvase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_891	1065583	1066140	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_935	1111845	1112582	endonuclease	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_936	1112819	1114696	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_943	1122334	1124268	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_976	1171688	1172119	resolvase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_984	1183290	1183847	resolvase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_984	1183290	1183847	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	GCA_002966405.1_ASM296640v1|MF782455.1_985	1183922	1185934	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS5	157217	159651	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS5	158519	161776	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS200/IS605	456035	458257	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	new	462618	465318	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	new	534895	537593	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS5	540030	543326	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS200/IS605	669369	671592	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS630	695870	697863	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS200/IS605	701123	703347	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS607	1063434	1065536	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS630	1111856	1113848	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS607	1122204	1124320	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	new	1183246	1185946	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966405.1_ASM296640v1|MF782455.1	IS630	1258127	1259570	IS/transposase	GCA.002966405.1.ASM296640v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_1067	1213635	1214231	IS/transposase	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_1067	1212315	1213574	IS/transposase	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_1068	1213635	1214231	resolvase	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_1102	1250330	1251310	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_111	110079	111182	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_122	124007	125305	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_245	252878	253435	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_364	403242	403799	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_364	403242	403799	IS/transposase	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_376	426973	427872	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_483	560490	562244	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_483	560490	562244	recombinase	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_570	673520	675046	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_577	680937	682529	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_580	684175	684999	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_850	985488	986810	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	GCA_002966485.1_ASM296648v1|KY523104.1_900	1049191	1050114	endonuclease	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	IS630	403185	404235	IS/transposase	GCA.002966485.1.ASM296648v1
GCA_002966485.1_ASM296648v1|KY523104.1	IS200/IS605	1212315	1213574	IS/transposase	GCA.002966485.1.ASM296648v1
GCA_003814185.1_ASM381418v1|MK072447.1	GCA_003814185.1_ASM381418v1|MK072447.1_4	2405	2965	IS/transposase	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072447.1	GCA_003814185.1_ASM381418v1|MK072447.1_5	2405	2965	resolvase	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072447.1	IS607	2650	5094	IS/transposase	GCA.003814185.1.ASM381418v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_793	891459	892001	IS/transposase	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_793	891459	892001	integrase	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_216	208112	209104	endonuclease	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_313	316948	318114	endonuclease	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_317	320705	321733	endonuclease	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_351	365445	366215	endonuclease	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_427	463979	465004	endonuclease	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_487	524319	525611	endonuclease	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_531	584387	585949	recombinase	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_592	659762	660658	endonuclease	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_663	753014	753550	endonuclease	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_741	834944	836236	endonuclease	GCA.004156295.1.ASM415629v1
GCA_004156295.1_ASM415629v1|MG807320.1	GCA_004156295.1_ASM415629v1|MG807320.1_797	890090	891994	IS/transposase	GCA.004156295.1.ASM415629v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_227	244168	245289	recombinase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_242	265826	266395	IS/transposase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_145	150856	158049	endonuclease	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_178	204798	205145	endonuclease	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_179	205557	207284	IS/transposase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_198	223337	224188	resolvase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_221	244168	245289	recombinase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_236	265826	266395	resolvase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_237	266523	267632	IS/transposase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_265	308286	310199	IS/transposase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_268	310984	311709	endonuclease	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_268	310984	311709	IS/transposase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_53	46825	47460	resolvase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_70	62690	66640	endonuclease	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	GCA_011604445.1_ASM1160444v1|MN940580.1_8	5787	6947	endonuclease	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	IS607	265735	267723	IS/transposase	GCA.011604445.1.ASM1160444v1
GCA_011604445.1_ASM1160444v1|MN940580.1	IS630	310656	311707	IS/transposase	GCA.011604445.1.ASM1160444v1
GVMAG-M-3300005987-10.fna|Ga0075158_10000168	GVMAG-M-3300005987-10.fna|Ga0075158_10000168_33	33470	34111	IS/transposase	GVMAG-M-3300005987-10
GVMAG-M-3300005987-10.fna|Ga0075158_10000168	GVMAG-M-3300005987-10.fna|Ga0075158_10000168_16	14243	15292	integrase	GVMAG-M-3300005987-10
GVMAG-M-3300005987-10.fna|Ga0075158_10000168	GVMAG-M-3300005987-10.fna|Ga0075158_10000168_33	33470	34111	integrase	GVMAG-M-3300005987-10
GVMAG-M-3300005987-10.fna|Ga0075158_10000168	GVMAG-M-3300005987-10.fna|Ga0075158_10000168_12	12378	13421	endonuclease	GVMAG-M-3300005987-10
GVMAG-M-3300005987-10.fna|Ga0075158_10000168	GVMAG-M-3300005987-10.fna|Ga0075158_10000168_28	32116	34092	IS/transposase	GVMAG-M-3300005987-10
GVMAG-M-3300005987-10.fna|Ga0075158_10000534	IS200/IS605	24726	26757	IS/transposase	GVMAG-M-3300005987-10
GVMAG-M-3300009182-61.fna|Ga0114959_10002670	GVMAG-M-3300009182-61.fna|Ga0114959_10002670_11	12157	12792	IS/transposase	GVMAG-M-3300009182-61
GVMAG-M-3300009182-61.fna|Ga0114959_10002670	GVMAG-M-3300009182-61.fna|Ga0114959_10002670_10	12157	12792	resolvase	GVMAG-M-3300009182-61
GVMAG-M-3300009182-61.fna|Ga0114959_10002670	GVMAG-M-3300009182-61.fna|Ga0114959_10002670_11	12782	13933	IS/transposase	GVMAG-M-3300009182-61
GVMAG-M-3300009182-61.fna|Ga0114959_10002670	GVMAG-M-3300009182-61.fna|Ga0114959_10002670_6	4600	7323	endonuclease	GVMAG-M-3300009182-61
GVMAG-M-3300010368-17.fna|Ga0129324_10000528	GVMAG-M-3300010368-17.fna|Ga0129324_10000528_2	629	1924	recombinase	GVMAG-M-3300010368-17
GVMAG-M-3300014838-21.fna|Ga0182030_10007025	GVMAG-M-3300014838-21.fna|Ga0182030_10007025_19	21071	22249	recombinase	GVMAG-M-3300014838-21
GVMAG-M-3300014838-21.fna|Ga0182030_10007025	GVMAG-M-3300014838-21.fna|Ga0182030_10007025_18	21071	22249	recombinase	GVMAG-M-3300014838-21
GVMAG-M-3300014838-21.fna|Ga0182030_10007025	GVMAG-M-3300014838-21.fna|Ga0182030_10007025_18	21071	22249	resolvase	GVMAG-M-3300014838-21
GVMAG-M-3300020187-22.fna|Ga0206130_10005204	GVMAG-M-3300020187-22.fna|Ga0206130_10005204_6	5506	6120	IS/transposase	GVMAG-M-3300020187-22
GVMAG-M-3300020187-22.fna|Ga0206130_10005204	GVMAG-M-3300020187-22.fna|Ga0206130_10005204_6	4068	5426	IS/transposase	GVMAG-M-3300020187-22
GVMAG-M-3300020187-22.fna|Ga0206130_10005204	GVMAG-M-3300020187-22.fna|Ga0206130_10005204_7	5506	6120	resolvase	GVMAG-M-3300020187-22
GVMAG-M-3300020187-22.fna|Ga0206130_10005204	IS200/IS605	4106	5426	IS/transposase	GVMAG-M-3300020187-22
GVMAG-M-3300020187-22.fna|Ga0206130_10005881	GVMAG-M-3300020187-22.fna|Ga0206130_10005881_3	1045	2832	IS/transposase	GVMAG-M-3300020187-22
GVMAG-M-3300020187-22.fna|Ga0206130_10005881	GVMAG-M-3300020187-22.fna|Ga0206130_10005881_3	1045	2832	integrase	GVMAG-M-3300020187-22
GVMAG-M-3300020187-22.fna|Ga0206130_10005881	GVMAG-M-3300020187-22.fna|Ga0206130_10005881_3	1045	2832	resolvase	GVMAG-M-3300020187-22
GVMAG-M-3300020187-22.fna|Ga0206130_10005881	IS607	2865	5232	IS/transposase	GVMAG-M-3300020187-22
GVMAG-M-3300020192-26.fna|Ga0163147_10000200	GVMAG-M-3300020192-26.fna|Ga0163147_10000200_1	82	654	IS/transposase	GVMAG-M-3300020192-26
GVMAG-M-3300020192-26.fna|Ga0163147_10000200	GVMAG-M-3300020192-26.fna|Ga0163147_10000200_1	82	654	integrase	GVMAG-M-3300020192-26
GVMAG-M-3300020192-26.fna|Ga0163147_10000200	GVMAG-M-3300020192-26.fna|Ga0163147_10000200_1	82	654	resolvase	GVMAG-M-3300020192-26
GVMAG-M-3300020192-26.fna|Ga0163147_10000200	IS200/IS605	65369	67460	IS/transposase	GVMAG-M-3300020192-26
GVMAG-M-3300020595-32.fna|Ga0206126_10000097	GVMAG-M-3300020595-32.fna|Ga0206126_10000097_32	34547	35764	recombinase	GVMAG-M-3300020595-32
GVMAG-M-3300020595-32.fna|Ga0206126_10000097	GVMAG-M-3300020595-32.fna|Ga0206126_10000097_15	14993	15673	resolvase	GVMAG-M-3300020595-32
GVMAG-M-3300021379-1.fna|Ga0213864_10000076	GVMAG-M-3300021379-1.fna|Ga0213864_10000076_27	23172	23756	IS/transposase	GVMAG-M-3300021379-1
GVMAG-M-3300021379-1.fna|Ga0213864_10000076	GVMAG-M-3300021379-1.fna|Ga0213864_10000076_17	12387	13355	endonuclease	GVMAG-M-3300021379-1
GVMAG-M-3300021379-1.fna|Ga0213864_10000076	GVMAG-M-3300021379-1.fna|Ga0213864_10000076_17	12387	13355	IS/transposase	GVMAG-M-3300021379-1
GVMAG-M-3300021379-1.fna|Ga0213864_10000076	GVMAG-M-3300021379-1.fna|Ga0213864_10000076_23	18263	19219	endonuclease	GVMAG-M-3300021379-1
